time,rho,Isolation Forest,SVM,Autoencoder,Voted
3025,3,0,1,0,0
3025,4,0,1,0,0
3025,5,1,1,0,1
3025,6,1,1,0,1
3025,7,0,1,0,0
3025,8,0,1,0,0
3025,9,0,1,0,0
3026,1,0,1,0,0
3026,2,0,1,0,0
3026,3,0,0,0,0
3026,4,0,1,0,0
3026,5,0,1,0,0
3026,6,1,1,0,1
3026,7,0,1,0,0
3026,8,0,1,0,0
3026,9,0,1,0,0
3027,1,0,1,0,0
3027,2,0,0,0,0
3027,3,0,0,0,0
3027,4,0,1,0,0
3027,5,0,1,0,0
3027,6,0,1,0,0
3027,7,0,0,0,0
3027,8,0,0,0,0
3027,9,0,0,0,0
3028,1,0,1,0,0
3028,2,0,0,0,0
3028,3,0,0,0,0
3028,4,0,0,0,0
3028,5,0,1,0,0
3028,6,0,1,0,0
3028,7,0,0,0,0
3028,8,0,0,0,0
3028,9,0,0,0,0
3029,1,0,1,0,0
3029,2,0,0,0,0
3029,3,0,0,0,0
3029,4,0,0,0,0
3029,5,0,1,0,0
3029,6,0,1,0,0
3029,7,0,1,0,0
3029,8,0,0,0,0
3029,9,0,0,0,0
3030,1,0,1,0,0
3030,2,0,0,0,0
3030,3,0,0,0,0
3030,4,0,0,0,0
3030,5,0,0,0,0
3030,6,0,1,0,0
3030,7,0,1,0,0
3030,8,0,0,0,0
3030,9,0,0,0,0
3031,1,0,1,0,0
3031,2,0,0,0,0
3031,3,0,0,0,0
3031,4,0,0,0,0
3031,5,0,0,0,0
3031,6,0,1,0,0
3031,7,1,1,0,1
3031,8,0,1,0,0
3031,9,0,0,0,0
3032,1,0,0,0,0
3032,2,0,0,0,0
3032,3,0,0,0,0
3032,4,0,0,0,0
3032,5,0,1,0,0
3032,6,0,1,0,0
3032,7,0,1,0,0
3032,8,0,0,0,0
3032,9,0,0,0,0
3033,1,0,0,0,0
3033,2,0,0,0,0
3033,3,0,0,0,0
3033,4,0,1,0,0
3033,5,0,1,0,0
3033,6,0,1,0,0
3033,7,0,0,0,0
3033,8,0,0,0,0
3033,9,0,0,0,0
3034,1,0,0,0,0
3034,2,0,0,0,0
3034,3,0,0,0,0
3034,4,0,1,0,0
3034,5,0,1,0,0
3034,6,0,1,0,0
3034,7,0,0,0,0
3034,8,0,1,0,0
3034,9,0,1,0,0
3035,1,0,0,0,0
3035,2,0,0,0,0
3035,3,0,0,0,0
3035,4,0,1,0,0
3035,5,0,1,0,0
3035,6,0,1,0,0
3035,7,0,0,0,0
3035,8,0,0,0,0
3035,9,0,1,0,0
3036,1,0,0,0,0
3036,2,0,0,0,0
3036,3,0,0,0,0
3036,4,0,1,0,0
3036,5,0,1,0,0
3036,6,0,1,0,0
3036,7,0,0,0,0
3036,8,0,1,0,0
3036,9,0,1,0,0
3037,1,0,0,0,0
3037,2,0,0,0,0
3037,3,0,0,0,0
3037,4,0,1,0,0
3037,5,0,1,0,0
3037,6,0,1,0,0
3037,7,0,0,0,0
3037,8,0,1,0,0
3037,9,0,1,0,0
3038,1,0,0,0,0
3038,2,0,0,0,0
3038,3,0,0,0,0
3038,4,0,1,0,0
3038,5,0,1,0,0
3038,6,0,1,0,0
3038,7,0,1,0,0
3038,8,0,1,0,0
3038,9,0,1,0,0
3039,1,0,0,0,0
3039,2,0,0,0,0
3039,3,0,0,0,0
3039,4,0,1,0,0
3039,5,0,1,0,0
3039,6,0,1,0,0
3039,7,0,1,0,0
3039,8,0,0,0,0
3039,9,0,1,0,0
3040,1,0,0,0,0
3040,2,0,0,0,0
3040,3,0,1,0,0
3040,4,0,0,0,0
3040,5,0,1,0,0
3040,6,0,1,0,0
3040,7,0,1,0,0
3040,8,0,0,0,0
3040,9,0,0,0,0
3041,1,0,0,0,0
3041,2,0,1,0,0
3041,3,0,1,0,0
3041,4,0,1,0,0
3041,5,0,0,0,0
3041,6,0,1,0,0
3041,7,0,1,0,0
3041,8,0,0,0,0
3041,9,0,0,0,0
3042,1,0,0,0,0
3042,2,0,0,0,0
3042,3,0,1,0,0
3042,4,0,1,0,0
3042,5,0,1,0,0
3042,6,0,1,0,0
3042,7,0,1,0,0
3042,8,0,0,0,0
3042,9,0,0,0,0
3043,1,0,1,0,0
3043,2,0,0,0,0
3043,3,0,1,0,0
3043,4,0,1,0,0
3043,5,0,1,0,0
3043,6,0,0,0,0
3043,7,0,0,0,0
3043,8,0,0,0,0
3043,9,0,0,0,0
3044,1,0,0,0,0
3044,2,0,0,0,0
3044,3,0,1,0,0
3044,4,0,1,0,0
3044,5,1,1,0,1
3044,6,1,1,0,1
3044,7,0,1,0,0
3044,8,0,0,0,0
3044,9,0,0,0,0
3045,1,0,0,0,0
3045,2,0,1,0,0
3045,3,0,1,0,0
3045,4,0,1,0,0
3045,5,0,1,0,0
3045,6,0,1,0,0
3045,7,0,1,0,0
3045,8,0,0,0,0
3045,9,0,0,0,0
3046,1,0,0,0,0
3046,2,0,0,0,0
3046,3,0,0,0,0
3046,4,0,0,0,0
3046,5,0,0,0,0
3046,6,0,0,0,0
3046,7,0,1,0,0
3046,8,0,0,0,0
3046,9,0,0,0,0
3047,1,0,0,0,0
3047,2,0,1,0,0
3047,3,0,1,0,0
3047,4,0,0,0,0
3047,5,0,0,0,0
3047,6,0,0,0,0
3047,7,0,0,0,0
3047,8,0,0,0,0
3047,9,0,1,0,0
3048,1,0,0,0,0
3048,2,0,1,0,0
3048,3,0,1,0,0
3048,4,0,1,0,0
3048,5,0,0,0,0
3048,6,0,0,0,0
3048,7,0,0,0,0
3048,8,0,0,0,0
3048,9,0,0,0,0
3049,1,0,0,0,0
3049,2,0,0,0,0
3049,3,0,1,0,0
3049,4,0,1,0,0
3049,5,0,0,0,0
3049,6,0,1,0,0
3049,7,0,1,0,0
3049,8,0,1,0,0
3049,9,0,0,0,0
3050,1,0,0,0,0
3050,2,0,1,0,0
3050,3,0,1,0,0
3050,4,0,1,0,0
3050,5,0,0,0,0
3050,6,0,1,0,0
3050,7,0,1,0,0
3050,8,0,1,0,0
3050,9,0,0,0,0
3051,1,0,1,0,0
3051,2,0,0,0,0
3051,3,0,0,0,0
3051,4,0,0,0,0
3051,5,0,0,0,0
3051,6,0,1,0,0
3051,7,0,1,0,0
3051,8,0,1,0,0
3051,9,0,0,0,0
3052,1,0,1,0,0
3052,2,0,1,0,0
3052,3,0,0,0,0
3052,4,0,0,0,0
3052,5,0,0,0,0
3052,6,0,1,0,0
3052,7,1,1,1,1
3052,8,1,1,1,1
3052,9,1,1,1,1
3053,1,0,1,0,0
3053,2,0,1,0,0
3053,3,0,0,0,0
3053,4,0,0,0,0
3053,5,0,1,0,0
3053,6,0,1,0,0
3053,7,1,1,1,1
3053,8,1,1,1,1
3053,9,1,1,1,1
3054,1,0,1,0,0
3054,2,0,0,0,0
3054,3,0,0,0,0
3054,4,0,1,0,0
3054,5,0,1,0,0
3054,6,0,1,0,0
3054,7,1,1,1,1
3054,8,1,1,1,1
3054,9,1,1,1,1
3055,1,0,0,0,0
3055,2,0,0,0,0
3055,3,0,0,0,0
3055,4,0,1,0,0
3055,5,0,1,0,0
3055,6,0,1,0,0
3055,7,1,1,0,1
3055,8,1,1,1,1
3055,9,1,1,1,1
3056,1,0,0,0,0
3056,2,0,0,0,0
3056,3,0,0,0,0
3056,4,0,0,0,0
3056,5,0,0,0,0
3056,6,0,1,0,0
3056,7,1,1,0,1
3056,8,1,1,1,1
3056,9,0,1,0,0
3057,1,0,0,0,0
3057,2,0,0,0,0
3057,3,0,0,0,0
3057,4,0,0,0,0
3057,5,0,1,0,0
3057,6,0,1,0,0
3057,7,0,0,0,0
3057,8,0,0,0,0
3057,9,0,0,0,0
3058,1,0,1,0,0
3058,2,0,0,0,0
3058,3,0,0,0,0
3058,4,0,0,0,0
3058,5,0,0,0,0
3058,6,0,0,0,0
3058,7,0,0,0,0
3058,8,0,0,0,0
3058,9,0,0,0,0
3059,1,0,0,0,0
3059,2,0,0,0,0
3059,3,0,0,0,0
3059,4,0,0,0,0
3059,5,0,0,0,0
3059,6,0,0,0,0
3059,7,0,0,0,0
3059,8,0,0,0,0
3059,9,0,0,0,0
3060,1,1,1,0,1
3060,2,0,0,0,0
3060,3,0,0,0,0
3060,4,0,0,0,0
3060,5,0,0,0,0
3060,6,0,0,0,0
3060,7,0,0,0,0
3060,8,0,0,0,0
3060,9,0,0,0,0
3061,1,0,1,0,0
3061,2,0,0,0,0
3061,3,0,0,0,0
3061,4,0,0,0,0
3061,5,0,1,0,0
3061,6,0,0,0,0
3061,7,0,0,0,0
3061,8,0,0,0,0
3061,9,0,0,0,0
3062,1,0,1,0,0
3062,2,0,1,0,0
3062,3,0,0,0,0
3062,4,0,0,0,0
3062,5,0,1,0,0
3062,6,0,1,0,0
3062,7,0,0,0,0
3062,8,0,0,0,0
3062,9,0,0,0,0
3063,1,0,0,0,0
3063,2,0,0,0,0
3063,3,0,0,0,0
3063,4,0,0,0,0
3063,5,0,1,0,0
3063,6,0,0,0,0
3063,7,0,0,0,0
3063,8,0,0,0,0
3063,9,0,0,0,0
3064,1,0,0,0,0
3064,2,0,1,0,0
3064,3,0,1,0,0
3064,4,0,1,0,0
3064,5,0,1,0,0
3064,6,0,1,0,0
3064,7,0,0,0,0
3064,8,0,0,0,0
3064,9,0,0,0,0
3065,1,0,0,0,0
3065,2,0,1,0,0
3065,3,0,1,0,0
3065,4,0,1,0,0
3065,5,0,1,0,0
3065,6,0,1,0,0
3065,7,0,1,0,0
3065,8,0,1,0,0
3065,9,0,1,0,0
3066,1,0,1,0,0
3066,2,0,0,0,0
3066,3,0,1,0,0
3066,4,0,1,0,0
3066,5,0,1,0,0
3066,6,0,1,0,0
3066,7,0,1,0,0
3066,8,0,1,0,0
3066,9,0,0,0,0
3067,1,0,1,0,0
3067,2,0,1,0,0
3067,3,0,1,0,0
3067,4,0,0,0,0
3067,5,0,0,0,0
3067,6,0,0,0,0
3067,7,0,0,0,0
3067,8,0,0,0,0
3067,9,0,0,0,0
3068,1,0,0,0,0
3068,2,0,0,0,0
3068,3,0,0,0,0
3068,4,0,0,0,0
3068,5,0,0,0,0
3068,6,0,0,0,0
3068,7,0,0,0,0
3068,8,0,0,0,0
3068,9,0,0,0,0
3069,1,0,0,0,0
3069,2,0,0,0,0
3069,3,0,0,0,0
3069,4,0,0,0,0
3069,5,0,0,0,0
3069,6,0,0,0,0
3069,7,0,0,0,0
3069,8,0,0,0,0
3069,9,0,0,0,0
3070,1,0,0,0,0
3070,2,0,0,0,0
3070,3,0,0,0,0
3070,4,0,0,0,0
3070,5,0,1,0,0
3070,6,0,1,0,0
3070,7,0,0,0,0
3070,8,0,0,0,0
3070,9,0,0,0,0
3071,1,0,0,0,0
3071,2,0,1,0,0
3071,3,0,1,0,0
3071,4,0,1,0,0
3071,5,0,1,0,0
3071,6,0,1,0,0
3071,7,0,0,0,0
3071,8,0,0,0,0
3071,9,0,0,0,0
3072,1,0,0,0,0
3072,2,0,0,0,0
3072,3,0,1,0,0
3072,4,0,1,0,0
3072,5,0,0,0,0
3072,6,0,0,0,0
3072,7,0,0,0,0
3072,8,0,0,0,0
3072,9,0,0,0,0
3073,1,0,1,0,0
3073,2,0,0,0,0
3073,3,0,0,0,0
3073,4,0,0,0,0
3073,5,0,0,0,0
3073,6,0,0,0,0
3073,7,0,0,0,0
3073,8,0,0,0,0
3073,9,0,1,0,0
3074,1,0,1,0,0
3074,2,0,1,0,0
3074,3,0,0,0,0
3074,4,0,0,0,0
3074,5,0,0,0,0
3074,6,0,1,0,0
3074,7,0,1,0,0
3074,8,0,1,0,0
3074,9,0,0,0,0
3075,1,1,1,1,1
3075,2,0,1,0,0
3075,3,0,0,0,0
3075,4,0,0,0,0
3075,5,0,0,0,0
3075,6,0,0,0,0
3075,7,0,0,0,0
3075,8,0,0,0,0
3075,9,0,1,0,0
3076,1,0,1,0,0
3076,2,0,0,0,0
3076,3,0,0,0,0
3076,4,0,0,0,0
3076,5,0,0,0,0
3076,6,0,0,0,0
3076,7,0,1,0,0
3076,8,0,1,0,0
3076,9,0,0,0,0
3077,1,0,1,0,0
3077,2,0,1,0,0
3077,3,0,0,0,0
3077,4,0,0,0,0
3077,5,0,1,0,0
3077,6,1,1,1,1
3077,7,1,1,0,1
3077,8,1,1,0,1
3077,9,0,0,0,0
3078,1,0,1,0,0
3078,2,0,0,0,0
3078,3,0,0,0,0
3078,4,0,0,0,0
3078,5,0,0,0,0
3078,6,0,0,0,0
3078,7,0,1,0,0
3078,8,0,1,0,0
3078,9,0,1,0,0
3079,1,0,1,0,0
3079,2,0,0,0,0
3079,3,0,0,0,0
3079,4,0,0,0,0
3079,5,0,0,0,0
3079,6,0,0,0,0
3079,7,0,0,0,0
3079,8,0,1,0,0
3079,9,0,1,0,0
3080,1,0,1,0,0
3080,2,0,0,0,0
3080,3,0,0,0,0
3080,4,0,0,0,0
3080,5,0,0,0,0
3080,6,0,0,0,0
3080,7,0,0,0,0
3080,8,0,0,0,0
3080,9,0,0,0,0
3081,1,0,1,0,0
3081,2,0,0,0,0
3081,3,0,0,0,0
3081,4,0,0,0,0
3081,5,0,0,0,0
3081,6,0,0,0,0
3081,7,0,1,0,0
3081,8,0,0,0,0
3081,9,0,0,0,0
3082,1,0,0,0,0
3082,2,0,1,0,0
3082,3,0,1,0,0
3082,4,0,1,0,0
3082,5,0,0,0,0
3082,6,0,0,0,0
3082,7,0,0,0,0
3082,8,0,0,0,0
3082,9,0,0,0,0
3083,1,0,0,0,0
3083,2,0,0,0,0
3083,3,0,1,0,0
3083,4,0,0,0,0
3083,5,0,0,0,0
3083,6,0,0,0,0
3083,7,0,0,0,0
3083,8,0,0,0,0
3083,9,0,0,0,0
3084,1,0,0,0,0
3084,2,0,0,0,0
3084,3,0,1,0,0
3084,4,0,0,0,0
3084,5,0,1,0,0
3084,6,0,1,0,0
3084,7,0,0,0,0
3084,8,0,0,0,0
3084,9,0,0,0,0
3085,1,0,0,0,0
3085,2,0,0,0,0
3085,3,0,1,0,0
3085,4,0,0,0,0
3085,5,0,0,0,0
3085,6,0,0,0,0
3085,7,0,0,0,0
3085,8,0,0,0,0
3085,9,0,0,0,0
3086,1,0,1,0,0
3086,2,0,1,0,0
3086,3,0,1,0,0
3086,4,0,0,0,0
3086,5,0,0,0,0
3086,6,0,1,0,0
3086,7,0,1,0,0
3086,8,0,1,0,0
3086,9,0,1,0,0
3087,1,0,0,0,0
3087,2,0,0,0,0
3087,3,0,0,0,0
3087,4,0,1,0,0
3087,5,0,1,0,0
3087,6,0,0,0,0
3087,7,0,0,0,0
3087,8,0,0,0,0
3087,9,0,0,0,0
3088,1,0,0,0,0
3088,2,0,0,0,0
3088,3,0,0,0,0
3088,4,0,0,0,0
3088,5,0,0,0,0
3088,6,0,0,0,0
3088,7,0,0,0,0
3088,8,0,1,0,0
3088,9,0,1,0,0
3089,1,0,0,0,0
3089,2,0,0,0,0
3089,3,0,0,0,0
3089,4,0,0,0,0
3089,5,0,1,0,0
3089,6,0,0,0,0
3089,7,0,0,0,0
3089,8,0,0,0,0
3089,9,0,0,0,0
3090,1,0,0,0,0
3090,2,0,0,0,0
3090,3,0,0,0,0
3090,4,0,0,0,0
3090,5,0,0,0,0
3090,6,0,0,0,0
3090,7,0,0,0,0
3090,8,0,0,0,0
3090,9,0,0,0,0
3091,1,0,0,0,0
3091,2,0,0,0,0
3091,3,0,0,0,0
3091,4,0,0,0,0
3091,5,0,0,0,0
3091,6,0,0,0,0
3091,7,0,0,0,0
3091,8,0,0,0,0
3091,9,0,0,0,0
3092,1,0,0,0,0
3092,2,0,0,0,0
3092,3,0,0,0,0
3092,4,0,1,0,0
3092,5,0,1,0,0
3092,6,0,1,0,0
3092,7,0,1,0,0
3092,8,0,0,0,0
3092,9,0,0,0,0
3093,1,0,1,0,0
3093,2,0,1,0,0
3093,3,0,0,0,0
3093,4,0,0,0,0
3093,5,0,1,0,0
3093,6,0,1,0,0
3093,7,0,1,0,0
3093,8,0,1,0,0
3093,9,0,1,0,0
3094,1,0,1,0,0
3094,2,0,1,0,0
3094,3,0,0,0,0
3094,4,0,0,0,0
3094,5,0,0,0,0
3094,6,0,0,0,0
3094,7,1,1,0,1
3094,8,1,1,1,1
3094,9,1,1,1,1
3095,1,0,0,0,0
3095,2,0,1,0,0
3095,3,0,0,0,0
3095,4,0,1,0,0
3095,5,0,0,0,0
3095,6,0,0,0,0
3095,7,0,1,0,0
3095,8,1,1,0,1
3095,9,1,1,1,1
3096,1,0,0,0,0
3096,2,0,1,0,0
3096,3,0,1,0,0
3096,4,0,1,0,0
3096,5,0,0,0,0
3096,6,0,0,0,0
3096,7,0,0,0,0
3096,8,0,1,0,0
3096,9,0,1,0,0
3097,1,0,0,0,0
3097,2,0,1,0,0
3097,3,0,1,1,1
3097,4,0,1,0,0
3097,5,0,0,0,0
3097,6,0,0,0,0
3097,7,0,0,0,0
3097,8,0,0,0,0
3097,9,0,0,0,0
3098,1,0,0,0,0
3098,2,0,1,0,0
3098,3,0,1,0,0
3098,4,0,0,0,0
3098,5,0,1,0,0
3098,6,0,1,0,0
3098,7,0,1,0,0
3098,8,0,1,0,0
3098,9,0,1,0,0
3099,1,1,1,1,1
3099,2,1,1,1,1
3099,3,0,1,1,1
3099,4,0,1,0,0
3099,5,0,0,0,0
3099,6,0,1,0,0
3099,7,0,1,0,0
3099,8,0,1,0,0
3099,9,0,1,0,0
3100,1,1,1,1,1
3100,2,0,1,0,0
3100,3,0,1,0,0
3100,4,0,1,0,0
3100,5,0,0,0,0
3100,6,0,0,0,0
3100,7,0,0,0,0
3100,8,0,0,0,0
3100,9,0,1,0,0
3101,1,0,1,0,0
3101,2,1,1,1,1
3101,3,1,1,1,1
3101,4,0,1,0,0
3101,5,0,0,0,0
3101,6,0,0,0,0
3101,7,0,0,0,0
3101,8,0,1,0,0
3101,9,1,1,0,1
3102,1,0,1,0,0
3102,2,0,1,0,0
3102,3,0,1,0,0
3102,4,0,1,0,0
3102,5,0,0,0,0
3102,6,0,1,0,0
3102,7,1,1,0,1
3102,8,1,1,1,1
3102,9,1,1,1,1
3103,1,0,0,0,0
3103,2,0,0,0,0
3103,3,0,0,0,0
3103,4,0,0,0,0
3103,5,0,1,0,0
3103,6,1,1,0,1
3103,7,1,1,1,1
3103,8,1,1,1,1
3103,9,1,1,1,1
3104,1,0,0,0,0
3104,2,0,0,0,0
3104,3,0,0,0,0
3104,4,0,1,0,0
3104,5,0,1,0,0
3104,6,0,1,0,0
3104,7,0,1,0,0
3104,8,1,1,0,1
3104,9,1,1,1,1
3105,1,0,0,0,0
3105,2,0,1,0,0
3105,3,0,1,0,0
3105,4,0,1,0,0
3105,5,0,1,0,0
3105,6,0,1,0,0
3105,7,0,1,0,0
3105,8,1,1,1,1
3105,9,1,1,1,1
3106,1,1,1,1,1
3106,2,1,1,1,1
3106,3,1,1,1,1
3106,4,0,1,0,0
3106,5,1,1,0,1
3106,6,1,1,1,1
3106,7,1,1,1,1
3106,8,1,1,1,1
3106,9,1,1,0,1
3107,1,1,1,1,1
3107,2,1,1,1,1
3107,3,0,1,1,1
3107,4,0,1,0,0
3107,5,0,1,0,0
3107,6,1,1,0,1
3107,7,0,1,0,0
3107,8,1,1,0,1
3107,9,1,1,0,1
3108,1,0,1,0,0
3108,2,0,1,0,0
3108,3,0,1,0,0
3108,4,0,1,0,0
3108,5,0,1,0,0
3108,6,1,1,0,1
3108,7,0,1,0,0
3108,8,0,1,0,0
3108,9,0,1,0,0
3109,1,0,0,0,0
3109,2,0,0,0,0
3109,3,0,0,0,0
3109,4,0,1,0,0
3109,5,1,1,0,1
3109,6,1,1,0,1
3109,7,0,1,0,0
3109,8,0,1,0,0
3109,9,0,1,0,0
3110,1,0,1,0,0
3110,2,0,1,0,0
3110,3,0,1,0,0
3110,4,0,1,0,0
3110,5,1,1,0,1
3110,6,1,1,0,1
3110,7,0,1,0,0
3110,8,1,1,0,1
3110,9,1,1,1,1
3111,1,1,1,1,1
3111,2,0,1,0,0
3111,3,0,1,0,0
3111,4,0,1,0,0
3111,5,0,1,0,0
3111,6,0,1,0,0
3111,7,0,1,0,0
3111,8,0,1,0,0
3111,9,1,1,1,1
3112,1,0,1,0,0
3112,2,0,1,0,0
3112,3,0,1,0,0
3112,4,0,1,0,0
3112,5,0,1,0,0
3112,6,0,0,0,0
3112,7,0,0,0,0
3112,8,0,1,0,0
3112,9,1,1,1,1
3113,1,0,0,0,0
3113,2,0,0,0,0
3113,3,0,1,0,0
3113,4,0,1,0,0
3113,5,0,0,0,0
3113,6,0,0,0,0
3113,7,0,1,0,0
3113,8,1,1,0,1
3113,9,1,1,1,1
3114,1,0,1,0,0
3114,2,0,0,0,0
3114,3,0,0,0,0
3114,4,0,0,0,0
3114,5,0,0,0,0
3114,6,0,0,0,0
3114,7,0,0,0,0
3114,8,0,0,0,0
3114,9,0,1,0,0
3115,1,0,0,0,0
3115,2,0,1,0,0
3115,3,0,1,0,0
3115,4,0,1,0,0
3115,5,0,0,0,0
3115,6,0,0,0,0
3115,7,0,0,0,0
3115,8,0,0,0,0
3115,9,0,0,0,0
3116,1,1,1,1,1
3116,2,1,1,1,1
3116,3,1,1,1,1
3116,4,1,1,0,1
3116,5,0,1,0,0
3116,6,0,1,0,0
3116,7,0,1,0,0
3116,8,0,1,0,0
3116,9,1,1,0,1
3117,1,0,1,0,0
3117,2,0,1,1,1
3117,3,0,1,0,0
3117,4,0,1,0,0
3117,5,0,1,0,0
3117,6,0,1,0,0
3117,7,0,1,0,0
3117,8,1,1,0,1
3117,9,1,1,1,1
3118,1,0,0,0,0
3118,2,0,1,0,0
3118,3,0,1,0,0
3118,4,0,0,0,0
3118,5,0,0,0,0
3118,6,0,0,0,0
3118,7,0,0,0,0
3118,8,1,1,0,1
3118,9,1,1,1,1
3119,1,0,0,0,0
3119,2,0,1,0,0
3119,3,0,1,0,0
3119,4,0,0,0,0
3119,5,0,0,0,0
3119,6,0,0,0,0
3119,7,0,1,0,0
3119,8,1,1,0,1
3119,9,1,1,1,1
3120,1,0,0,0,0
3120,2,0,1,0,0
3120,3,0,1,0,0
3120,4,0,1,0,0
3120,5,0,1,0,0
3120,6,0,0,0,0
3120,7,1,1,0,1
3120,8,1,1,0,1
3120,9,1,1,1,1
3121,1,0,0,0,0
3121,2,0,1,0,0
3121,3,0,1,0,0
3121,4,0,1,0,0
3121,5,0,1,0,0
3121,6,0,0,0,0
3121,7,0,1,0,0
3121,8,1,1,0,1
3121,9,1,1,0,1
3122,1,0,0,0,0
3122,2,0,0,0,0
3122,3,0,1,0,0
3122,4,0,1,0,0
3122,5,0,1,0,0
3122,6,0,1,0,0
3122,7,0,1,0,0
3122,8,0,1,0,0
3122,9,0,0,0,0
3123,1,0,0,0,0
3123,2,0,1,0,0
3123,3,0,1,0,0
3123,4,0,1,0,0
3123,5,0,0,0,0
3123,6,0,1,0,0
3123,7,0,1,0,0
3123,8,0,1,0,0
3123,9,0,1,0,0
3124,1,0,0,0,0
3124,2,0,1,0,0
3124,3,0,1,0,0
3124,4,0,0,0,0
3124,5,0,0,0,0
3124,6,0,1,0,0
3124,7,0,1,0,0
3124,8,0,1,0,0
3124,9,0,1,0,0
3125,1,0,0,0,0
3125,2,0,1,0,0
3125,3,0,1,0,0
3125,4,0,1,0,0
3125,5,0,1,0,0
3125,6,1,1,0,1
3125,7,1,1,0,1
3125,8,0,1,0,0
3125,9,0,1,0,0
3126,1,0,1,0,0
3126,2,0,1,0,0
3126,3,0,1,0,0
3126,4,0,0,0,0
3126,5,0,0,0,0
3126,6,0,1,0,0
3126,7,0,1,0,0
3126,8,0,1,0,0
3126,9,0,1,0,0
3127,1,0,0,0,0
3127,2,0,0,0,0
3127,3,0,0,0,0
3127,4,0,1,0,0
3127,5,0,1,0,0
3127,6,1,1,1,1
3127,7,1,1,0,1
3127,8,0,1,0,0
3127,9,0,1,0,0
3128,1,0,0,0,0
3128,2,0,0,0,0
3128,3,0,0,0,0
3128,4,0,0,0,0
3128,5,0,1,0,0
3128,6,1,1,0,1
3128,7,1,1,0,1
3128,8,0,1,0,0
3128,9,0,1,0,0
3129,1,0,1,0,0
3129,2,0,0,0,0
3129,3,0,0,0,0
3129,4,0,1,0,0
3129,5,1,1,0,1
3129,6,0,1,0,0
3129,7,0,0,0,0
3129,8,0,0,0,0
3129,9,0,0,0,0
3130,1,0,1,0,0
3130,2,0,1,0,0
3130,3,0,1,0,0
3130,4,0,1,0,0
3130,5,0,1,0,0
3130,6,0,0,0,0
3130,7,0,0,0,0
3130,8,0,0,0,0
3130,9,0,1,0,0
3131,1,0,1,0,0
3131,2,0,1,0,0
3131,3,0,0,0,0
3131,4,0,1,0,0
3131,5,0,1,0,0
3131,6,0,1,0,0
3131,7,0,1,0,0
3131,8,0,0,0,0
3131,9,0,0,0,0
3132,1,0,0,0,0
3132,2,0,0,0,0
3132,3,0,0,0,0
3132,4,0,1,0,0
3132,5,1,1,0,1
3132,6,0,1,0,0
3132,7,0,0,0,0
3132,8,0,0,0,0
3132,9,0,0,0,0
3133,1,0,1,0,0
3133,2,0,1,0,0
3133,3,0,1,0,0
3133,4,0,1,0,0
3133,5,0,1,0,0
3133,6,0,1,0,0
3133,7,0,0,0,0
3133,8,0,0,0,0
3133,9,0,0,0,0
3134,1,0,0,0,0
3134,2,0,0,0,0
3134,3,0,1,0,0
3134,4,1,1,1,1
3134,5,0,1,0,0
3134,6,0,1,0,0
3134,7,0,0,0,0
3134,8,0,0,0,0
3134,9,0,0,0,0
3135,1,0,0,0,0
3135,2,0,0,0,0
3135,3,0,1,0,0
3135,4,1,1,0,1
3135,5,0,1,0,0
3135,6,0,0,0,0
3135,7,0,0,0,0
3135,8,1,1,0,1
3135,9,1,1,1,1
3136,1,0,1,0,0
3136,2,1,1,1,1
3136,3,0,1,0,0
3136,4,0,1,0,0
3136,5,0,1,0,0
3136,6,0,1,0,0
3136,7,0,0,0,0
3136,8,0,0,0,0
3136,9,0,1,0,0
3137,1,1,1,1,1
3137,2,1,1,1,1
3137,3,0,1,0,0
3137,4,0,1,0,0
3137,5,0,1,0,0
3137,6,0,1,0,0
3137,7,0,0,0,0
3137,8,0,0,0,0
3137,9,0,0,0,0
3138,1,0,1,0,0
3138,2,0,1,0,0
3138,3,1,1,1,1
3138,4,1,1,1,1
3138,5,0,1,0,0
3138,6,0,1,0,0
3138,7,0,0,0,0
3138,8,0,0,0,0
3138,9,0,0,0,0
3139,1,0,0,0,0
3139,2,0,1,0,0
3139,3,1,1,1,1
3139,4,1,1,1,1
3139,5,1,1,0,1
3139,6,0,1,0,0
3139,7,0,1,0,0
3139,8,0,0,0,0
3139,9,0,0,0,0
3140,1,0,0,0,0
3140,2,0,1,0,0
3140,3,1,1,1,1
3140,4,1,1,1,1
3140,5,1,1,0,1
3140,6,0,1,0,0
3140,7,0,0,0,0
3140,8,0,0,0,0
3140,9,0,0,0,0
3141,1,0,1,0,0
3141,2,0,1,0,0
3141,3,1,1,1,1
3141,4,1,1,1,1
3141,5,0,1,0,0
3141,6,0,0,0,0
3141,7,0,0,0,0
3141,8,0,0,0,0
3141,9,0,0,0,0
3142,1,0,1,1,1
3142,2,0,1,0,0
3142,3,0,1,0,0
3142,4,1,1,1,1
3142,5,0,1,0,0
3142,6,0,0,0,0
3142,7,0,0,0,0
3142,8,0,0,0,0
3142,9,0,0,0,0
3143,1,0,1,0,0
3143,2,0,1,0,0
3143,3,1,1,1,1
3143,4,1,1,1,1
3143,5,0,1,0,0
3143,6,0,0,0,0
3143,7,0,0,0,0
3143,8,0,0,0,0
3143,9,0,0,0,0
3144,1,0,0,0,0
3144,2,0,0,0,0
3144,3,0,1,1,1
3144,4,1,1,0,1
3144,5,0,1,0,0
