time,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9
13526,3,2,3,2,2,2,1,1,1
13527,3,3,3,3,2,2,2,1,1
13528,3,3,3,3,2,2,2,2,2
13529,3,2,3,3,3,2,2,2,2
13530,3,3,3,3,3,2,2,2,2
13531,3,2,3,3,3,2,1,1,1
13532,3,3,3,3,2,2,1,2,2
13533,3,3,3,3,3,2,2,1,1
13534,3,3,3,3,2,2,1,1,1
13535,3,3,3,3,2,1,1,1,1
13536,3,3,3,3,2,2,1,1,1
13537,3,3,3,3,3,2,2,1,1
13538,3,3,3,3,3,2,2,2,2
13539,1,2,3,3,2,2,2,1,1
13540,2,2,3,3,2,1,1,2,2
13541,2,2,2,2,1,1,1,1,1
13542,3,3,3,2,1,1,1,1,1
13543,3,3,3,2,2,1,1,2,2
13544,3,2,2,2,1,1,1,1,1
13545,3,3,3,2,1,1,1,1,1
13546,2,2,2,1,1,1,1,1,1
13547,1,1,2,1,1,1,1,1,1
13548,1,1,2,2,1,1,1,1,1
13549,3,2,2,2,1,1,1,1,1
13550,3,2,2,2,1,1,1,1,1
13551,2,1,2,1,1,1,1,1,1
13552,2,1,2,1,1,1,1,1,1
13553,3,2,3,1,1,1,1,1,1
13554,3,2,2,1,1,1,1,1,1
13555,2,1,2,1,1,1,1,1,1
13556,2,1,2,1,1,1,1,1,1
13557,3,2,2,1,1,1,1,1,1
13558,3,3,3,3,2,1,1,2,2
13559,3,3,3,3,1,1,1,1,1
13560,3,3,3,2,1,1,1,1,1
13561,3,3,3,2,1,1,1,1,1
13562,3,3,3,2,1,1,1,1,1
13563,3,2,3,2,1,1,1,1,1
13564,1,2,2,2,2,1,1,1,1
13565,2,2,3,3,2,2,1,1,1
13566,3,3,3,2,1,1,1,1,1
13567,2,3,3,3,2,1,1,1,1
13568,2,2,3,2,1,1,1,1,1
13569,1,1,2,2,1,1,1,1,1
13570,3,3,3,2,1,1,1,1,1
13571,3,3,3,1,1,1,1,1,1
13572,3,3,3,1,1,1,1,1,1
13573,3,3,3,2,1,1,1,1,1
13574,2,3,3,2,1,1,1,1,1
13575,2,2,3,2,1,1,1,1,1
13576,2,3,3,3,2,1,1,1,1
13577,3,3,3,3,2,1,1,1,1
13578,3,3,3,3,2,2,2,2,2
13579,2,2,2,2,1,1,1,1,1
13580,1,1,2,1,1,1,1,1,1
13581,1,1,2,1,1,1,1,1,1
13582,1,1,2,1,1,1,1,1,1
13583,2,2,2,1,1,1,1,1,1
13584,3,2,2,2,1,1,1,1,1
13585,3,2,2,2,1,1,1,1,1
13586,2,2,3,2,1,1,1,1,1
13587,2,2,3,2,1,1,1,1,1
13588,2,2,2,1,1,1,1,1,1
13589,2,2,3,3,2,1,1,1,1
13590,2,2,3,3,2,2,1,1,1
13591,2,2,3,3,2,1,1,1,1
13592,2,2,3,3,2,2,1,1,1
13593,2,2,3,3,2,2,2,1,1
13594,1,1,2,2,1,1,1,1,1
13595,1,1,2,1,1,1,1,1,1
13596,1,1,2,1,1,1,1,1,1
13597,1,2,2,2,1,1,1,1,1
13598,1,1,2,2,1,1,1,1,1
13599,1,1,2,1,1,1,1,1,1
13600,1,1,2,1,1,1,1,1,1
13601,2,2,2,2,1,1,1,1,1
13602,1,1,2,2,1,1,1,1,1
13603,1,2,3,3,1,1,1,1,1
13604,1,2,3,3,2,1,1,1,1
13605,1,1,2,2,1,1,1,1,1
13606,2,2,2,2,1,1,1,1,1
13607,2,2,2,2,1,1,1,1,1
13608,2,1,2,2,1,1,1,1,1
13609,2,2,2,2,1,1,1,1,1
13610,1,1,2,1,1,1,1,1,1
13611,1,1,2,1,1,1,1,1,1
13612,3,2,2,1,1,1,1,2,2
13613,3,3,3,2,1,1,2,1,1
13614,3,2,3,1,1,1,1,1,1
13615,3,3,3,2,1,1,1,1,1
13616,3,3,3,3,2,1,1,1,1
13617,3,3,3,3,2,2,2,1,1
13618,3,3,3,2,2,2,2,2,2
13619,3,3,3,2,1,1,1,1,1
13620,3,3,3,2,1,1,1,1,1
13621,3,3,2,2,1,1,1,1,1
13622,3,2,2,2,2,1,1,1,1
13623,3,3,3,2,2,1,1,1,1
13624,2,2,3,2,2,2,1,1,1
13625,3,3,3,3,2,2,1,1,1
13626,3,2,2,2,2,2,1,1,1
13627,3,2,3,2,2,2,1,1,1
13628,2,2,2,2,2,2,1,1,1
13629,1,1,2,2,2,2,2,1,1
13630,2,2,3,3,2,2,2,2,2
13631,2,2,3,3,2,2,2,2,2
13632,3,2,3,3,2,2,2,2,2
13633,3,2,3,3,2,2,2,2,2
13634,2,2,2,2,2,1,1,1,1
13635,3,2,2,2,1,1,1,1,1
13636,3,3,3,2,1,1,1,1,1
13637,3,3,3,2,1,1,1,1,1
13638,3,3,3,2,1,1,1,1,1
13639,3,3,3,2,1,1,1,1,1
13640,3,3,3,2,1,1,1,1,1
13641,3,3,3,1,1,1,1,1,1
13642,3,3,3,2,1,1,1,1,1
13643,3,3,3,2,2,1,1,1,1
13644,2,2,3,3,2,2,2,2,2
13645,3,3,3,3,2,2,2,2,2
13646,3,3,3,3,2,2,2,2,2
13647,3,3,3,2,2,2,1,1,1
13648,2,3,3,2,1,1,1,1,1
13649,2,3,3,2,1,1,1,1,1
13650,2,2,2,1,1,1,1,1,1
13651,2,2,2,1,1,1,1,1,1
13652,2,2,2,1,1,1,1,1,1
13653,2,2,2,1,1,1,1,1,1
13654,2,2,2,2,1,1,1,1,1
13655,2,2,2,2,1,1,1,2,2
13656,1,2,2,2,2,1,1,1,1
13657,1,1,2,2,2,1,1,1,1
13658,2,2,2,3,2,1,1,1,1
13659,2,2,2,2,1,1,1,1,1
13660,2,2,3,2,2,1,1,1,1
13661,2,2,2,2,1,1,1,1,1
13662,1,1,2,2,2,2,2,2,2
13663,2,1,2,2,2,1,1,1,1
13664,1,1,2,2,2,2,2,2,2
13665,2,2,2,2,2,1,1,2,2
13666,2,2,2,2,1,1,1,1,1
13667,2,2,2,1,1,1,1,1,1
13668,1,2,2,2,1,1,1,1,1
13669,1,2,2,2,1,1,1,1,1
13670,2,3,3,2,1,1,1,1,1
13671,2,2,3,2,1,1,1,2,2
13672,2,2,3,2,2,2,1,2,2
13673,2,2,2,2,1,1,1,2,2
13674,2,2,2,2,1,1,1,2,2
13675,2,2,2,2,1,1,1,2,2
13676,3,2,3,2,1,1,1,1,1
13677,2,2,2,1,1,1,1,1,1
13678,2,1,2,1,1,1,1,1,1
13679,2,1,2,1,1,1,1,1,1
13680,2,1,2,1,1,1,1,1,1
13681,2,1,2,1,1,1,1,1,1
13682,3,2,2,2,2,2,2,1,1
13683,3,2,2,2,1,1,1,1,1
13684,2,2,2,2,1,1,1,1,1
13685,2,2,2,2,1,1,1,1,1
13686,3,3,3,2,1,1,1,1,1
13687,3,3,3,3,2,1,1,1,1
13688,3,3,3,3,2,1,1,1,1
13689,3,3,3,3,2,1,1,1,1
13690,3,3,3,3,1,1,1,1,1
13691,3,3,3,2,1,1,1,1,1
13692,2,3,3,2,1,1,1,1,1
13693,2,2,3,2,1,1,1,1,1
13694,2,3,3,3,2,1,1,1,1
13695,2,3,3,2,1,1,1,1,1
13696,2,3,3,2,1,1,1,1,1
13697,2,2,2,1,1,1,1,1,1
13698,2,2,2,2,1,1,1,1,1
13699,1,2,2,1,1,1,1,1,1
13700,1,2,2,1,1,1,1,1,1
13701,1,2,2,1,1,1,1,2,2
13702,2,2,2,2,1,1,1,1,1
13703,2,2,3,2,1,1,1,1,1
13704,3,3,3,3,2,2,2,2,2
13705,3,3,3,3,3,3,2,2,2
13706,2,2,3,3,2,2,3,2,2
13707,2,2,3,3,2,2,2,2,2
13708,1,1,2,3,2,2,2,2,2
13709,2,2,3,3,2,2,2,2,2
13710,3,2,3,3,2,2,1,1,1
13711,2,2,3,3,3,2,1,1,1
13712,2,2,3,3,2,1,1,1,1
13713,2,2,3,3,2,1,1,1,1
13714,2,2,3,3,3,1,1,1,1
13715,3,3,3,3,3,2,1,1,1
13716,3,2,2,3,2,1,1,1,1
13717,2,2,3,3,2,2,1,1,1
13718,2,2,3,3,3,2,1,1,1
13719,2,2,2,3,2,2,1,1,1
13720,2,1,2,2,2,1,1,1,1
13721,3,2,3,3,3,2,2,1,1
13722,3,3,3,3,3,3,2,2,2
13723,3,2,3,3,2,2,2,1,1
13724,3,2,2,2,2,2,2,1,1
13725,2,2,2,2,1,1,1,1,1
13726,2,2,3,2,1,1,1,1,1
13727,2,2,3,2,2,1,1,1,1
13728,2,2,3,3,2,1,1,1,1
13729,2,2,3,3,2,1,1,1,1
13730,2,3,3,3,2,1,1,1,1
13731,2,2,3,3,2,2,1,1,1
13732,2,3,3,3,2,2,1,1,1
13733,2,2,3,3,2,1,1,1,1
13734,1,2,3,3,2,1,1,1,1
13735,1,2,3,3,2,1,1,1,1
13736,1,1,2,2,2,1,1,1,1
13737,1,1,2,2,2,1,1,1,1
13738,1,1,2,2,2,1,1,1,1
13739,2,1,2,2,2,1,1,1,1
13740,2,2,2,2,2,1,1,1,1
13741,2,2,2,2,1,1,1,1,1
13742,2,2,2,2,1,1,1,1,1
13743,2,2,2,2,1,1,1,1,1
13744,2,2,2,1,1,1,1,1,1
13745,2,2,3,2,1,1,1,1,1
13746,2,2,3,3,2,2,2,2,2
13747,3,3,3,3,3,3,2,2,2
13748,2,2,3,3,3,3,3,2,2
13749,2,2,3,3,3,3,3,3,3
13750,2,2,3,3,3,3,3,3,3
13751,2,2,3,3,3,3,3,3,3
13752,2,3,3,3,3,3,3,3,3
13753,2,3,3,3,3,3,2,2,2
13754,2,3,3,3,3,3,2,2,2
13755,2,2,3,3,3,3,2,2,2
13756,3,3,3,3,3,2,2,2,2
13757,3,2,3,3,3,2,2,2,2
13758,3,2,3,3,3,2,1,1,1
13759,3,2,3,3,2,2,1,1,1
13760,3,2,3,3,3,2,2,1,1
13761,3,2,3,3,2,1,1,1,1
13762,3,2,2,2,1,1,1,1,1
13763,3,2,2,3,2,1,1,1,1
13764,2,1,2,3,2,1,1,1,1
13765,2,1,2,3,2,2,1,1,1
13766,3,2,3,3,3,2,1,1,1
13767,2,2,2,3,3,2,1,1,1
13768,3,2,2,3,2,1,1,1,1
13769,3,2,3,3,2,2,1,1,1
13770,3,3,3,3,3,2,1,1,1
13771,3,3,3,3,2,1,1,1,1
13772,2,2,2,2,2,1,1,1,1
13773,2,1,2,2,2,2,1,1,1
13774,1,1,2,3,2,2,2,2,2
13775,1,1,3,3,2,2,2,1,1
13776,1,1,2,3,2,2,1,1,1
13777,1,1,2,3,2,1,1,1,1
13778,2,1,2,3,2,1,1,1,1
13779,3,2,3,3,3,3,1,1,1
13780,3,2,3,3,3,2,1,1,1
13781,3,3,3,3,3,3,2,1,1
13782,2,2,3,3,3,1,1,1,1
13783,3,2,3,3,2,2,1,1,1
13784,2,2,3,3,3,2,1,1,1
13785,2,2,3,3,2,1,1,1,1
13786,1,1,2,3,2,1,1,1,1
13787,1,1,2,3,2,2,2,1,1
13788,1,1,2,3,2,2,2,1,1
13789,1,1,2,3,2,2,1,1,1
13790,2,2,3,3,3,2,2,1,1
13791,2,1,2,3,3,2,1,1,1
13792,2,1,2,3,2,2,2,2,2
13793,2,1,2,3,2,2,2,1,1
13794,2,1,2,3,2,2,2,2,2
13795,2,1,2,3,3,2,2,2,2
13796,2,1,2,3,3,3,3,2,2
13797,1,1,2,3,3,3,3,3,3
13798,2,2,3,3,3,3,3,3,3
13799,2,2,3,3,3,3,3,3,3
13800,1,1,3,3,3,3,3,2,2
13801,1,1,3,3,3,3,3,2,2
13802,1,1,2,3,3,3,2,2,2
13803,1,1,2,3,3,3,3,2,2
13804,1,2,2,2,3,3,3,2,2
13805,1,1,2,2,2,3,3,3,3
13806,1,2,2,2,2,3,3,3,3
13807,1,1,2,2,2,3,3,3,3
13808,1,1,2,2,2,3,3,3,3
13809,1,1,2,2,2,3,3,3,3
13810,1,2,2,3,3,3,3,3,3
13811,1,2,2,3,3,3,3,3,3
13812,1,1,2,3,3,3,3,3,3
13813,2,2,2,3,3,3,3,3,3
13814,2,2,3,3,3,3,3,2,2
13815,2,2,2,2,3,3,3,2,2
13816,2,2,3,3,3,3,3,3,3
13817,2,2,3,3,3,3,3,3,3
13818,1,2,3,3,3,3,3,3,3
13819,2,2,2,2,2,3,3,2,2
13820,2,2,2,2,2,3,3,2,2
13821,2,1,2,2,2,3,3,2,2
13822,2,2,2,2,2,3,3,2,2
13823,2,2,2,3,2,2,2,2,2
13824,2,2,2,3,3,3,2,1,1
13825,2,2,3,3,3,2,2,1,1
13826,2,2,3,3,3,2,2,2,2
13827,2,2,3,3,3,2,2,2,2
13828,2,2,3,3,2,2,2,2,2
13829,2,3,3,3,2,2,2,1,1
13830,2,2,3,3,2,2,2,1,1
13831,2,2,2,3,2,2,2,1,1
13832,2,2,3,3,3,2,2,1,1
13833,2,2,3,3,2,2,2,1,1
13834,2,2,3,3,2,2,2,2,2
13835,2,2,3,2,1,1,1,1,1
13836,2,2,3,2,1,1,1,1,1
13837,2,2,2,2,1,1,1,2,2
13838,2,2,3,3,2,2,2,2,2
13839,2,2,3,3,2,2,2,2,2
13840,1,2,3,3,3,2,2,2,2
13841,1,1,2,3,2,2,1,2,2
13842,1,1,2,3,2,2,2,2,2
13843,1,1,2,3,2,2,2,2,2
13844,2,2,3,3,2,2,2,2,2
13845,2,2,3,3,3,3,3,3,3
13846,2,3,3,3,3,3,3,3,3
13847,1,1,3,3,3,3,3,3,3
13848,1,2,3,3,3,3,3,3,3
13849,2,3,3,3,3,3,3,3,3
13850,2,2,3,3,3,3,3,3,3
13851,2,3,3,3,3,3,3,3,3
13852,3,3,3,3,3,3,3,3,3
13853,3,3,3,3,3,3,3,3,3
13854,3,3,3,3,3,3,3,2,2
13855,3,2,3,3,3,3,3,3,3
13856,1,1,2,3,2,1,1,1,1
13857,3,2,3,3,3,2,2,1,1
13858,3,2,3,3,3,2,3,3,3
13859,2,2,3,3,3,2,3,1,1
13860,2,2,2,3,3,3,3,2,2
13861,3,2,3,3,3,3,3,2,2
13862,2,2,3,3,3,3,2,1,1
13863,2,2,3,3,3,3,2,1,1
13864,2,2,3,3,2,2,1,1,1
13865,3,2,3,3,2,2,1,1,1
13866,2,2,3,3,2,2,2,2,2
13867,1,2,3,3,2,1,1,1,1
13868,1,1,2,3,2,3,2,2,2
13869,1,1,3,3,3,3,3,2,2
13870,1,1,3,3,3,3,2,2,2
13871,1,1,3,3,3,3,2,2,2
13872,1,1,3,3,3,2,1,1,1
13873,1,1,3,3,3,3,2,1,1
13874,1,2,3,3,3,3,2,1,1
13875,2,2,3,3,3,3,3,2,2
13876,2,3,3,3,3,3,3,2,2
13877,2,3,3,3,3,3,3,2,2
13878,2,3,3,3,3,2,2,2,2
13879,2,3,3,3,3,2,1,1,1
13880,1,3,3,3,3,2,1,1,1
13881,2,3,3,3,3,2,1,2,2
13882,1,2,3,3,2,2,2,2,2
13883,2,3,3,3,2,2,1,1,1
13884,2,2,2,3,2,2,2,2,2
13885,3,2,3,3,2,2,2,2,2
13886,3,3,3,3,2,1,1,1,1
13887,3,3,3,3,2,2,1,1,1
13888,3,3,3,3,2,2,2,2,2
13889,2,2,3,2,1,1,1,1,1
13890,3,3,3,3,3,2,2,1,1
13891,2,2,3,3,2,2,2,1,1
13892,2,2,3,3,2,2,1,1,1
13893,2,2,3,3,2,2,2,2,2
13894,2,2,3,3,3,3,3,3,3
13895,2,2,3,3,2,2,1,1,1
13896,1,1,2,2,2,2,1,1,1
13897,1,2,3,3,2,2,2,2,2
13898,2,3,3,3,2,2,2,2,2
13899,1,2,3,2,2,2,2,2,2
13900,2,3,3,3,2,2,1,1,1
13901,3,3,3,3,2,1,1,1,1
13902,2,3,3,3,2,1,1,1,1
13903,3,3,3,3,2,1,1,1,1
13904,3,3,3,3,1,1,1,1,1
13905,3,2,3,3,1,1,1,1,1
13906,3,3,3,3,1,1,1,1,1
13907,2,2,3,3,2,1,1,1,1
13908,2,2,3,3,2,2,1,1,1
13909,2,2,3,2,2,1,1,1,1
13910,3,2,3,3,2,2,1,1,1
13911,3,2,3,2,2,2,2,1,1
13912,2,2,3,2,2,2,1,1,1
13913,2,2,3,3,2,2,1,1,1
13914,2,3,3,3,2,2,1,1,1
13915,2,1,2,3,3,2,1,1,1
13916,1,2,3,3,3,2,1,1,1
13917,1,2,3,3,2,2,1,1,1
13918,2,2,3,3,2,2,1,1,1
13919,1,2,3,3,3,2,2,2,2
13920,2,2,3,3,3,2,2,1,1
13921,2,2,3,3,3,2,2,1,1
13922,2,2,3,3,3,2,2,1,1
13923,2,2,3,3,3,2,2,1,1
13924,2,2,3,3,2,2,2,1,1
13925,2,2,3,3,2,2,1,1,1
13926,2,2,3,3,2,2,2,1,1
13927,3,2,3,3,2,2,1,1,1
13928,2,2,3,3,3,2,1,1,1
13929,2,2,3,3,2,2,1,1,1
13930,2,2,3,3,2,1,1,1,1
13931,2,2,3,3,2,1,1,1,1
13932,1,2,3,3,2,1,1,1,1
13933,2,2,3,3,2,2,1,1,1
13934,2,2,3,3,2,2,2,1,1
13935,2,2,3,3,2,2,2,1,1
13936,2,2,3,3,3,3,2,1,1
13937,2,2,3,3,3,3,2,1,1
13938,2,2,3,3,3,3,2,1,1
13939,2,2,3,3,3,3,2,1,1
13940,2,2,3,3,3,3,2,2,2
13941,2,2,3,2,2,2,2,2,2
13942,2,3,3,3,2,2,2,2,2
13943,2,2,3,2,1,1,1,1,1
13944,1,1,2,2,2,2,2,1,1
13945,1,1,2,2,1,2,2,1,1
13946,1,1,2,1,1,2,2,2,2
13947,1,1,2,2,2,2,2,2,2
13948,1,1,2,3,2,2,2,2,2
13949,1,1,2,3,2,2,2,2,2
13950,1,1,2,2,2,2,2,2,2
13951,1,1,2,3,2,3,3,2,2
13952,1,1,2,3,2,2,2,2,2
13953,1,1,2,3,2,1,1,1,1
13954,1,1,2,2,1,1,1,1,1
13955,1,1,2,2,1,1,1,1,1
13956,1,1,2,2,1,1,1,1,1
13957,1,1,2,2,1,1,1,1,1
13958,1,1,2,3,2,2,1,2,2
13959,2,2,2,2,2,2,2,2,2
13960,2,2,3,3,2,2,2,2,2
13961,2,2,3,3,2,2,2,2,2
13962,3,2,3,2,2,2,2,1,1
13963,2,2,2,2,1,1,2,2,2
13964,2,2,3,3,1,1,1,1,1
13965,2,2,3,2,1,1,1,1,1
13966,2,3,3,2,1,1,1,1,1
13967,2,3,3,2,1,1,1,1,1
13968,3,3,3,2,1,1,1,1,1
13969,2,2,3,2,1,1,1,1,1
13970,2,2,2,2,1,1,1,1,1
13971,2,2,3,2,2,1,1,1,1
13972,2,2,3,3,2,1,1,1,1
13973,2,2,2,2,2,1,1,1,1
13974,2,2,2,2,2,2,1,1,1
13975,2,2,2,2,1,1,1,1,1
13976,2,1,2,2,2,1,1,1,1
13977,2,2,3,3,2,1,1,1,1
13978,2,2,3,3,2,1,1,1,1
13979,2,2,3,3,3,2,1,1,1
13980,2,2,3,3,3,2,1,1,1
13981,2,2,3,3,3,2,1,1,1
13982,2,2,3,3,2,2,1,1,1
13983,2,2,3,3,2,2,1,1,1
13984,2,2,3,3,3,2,2,1,1
13985,2,2,3,3,3,2,2,2,2
13986,2,2,2,2,1,1,1,1,1
13987,1,1,2,2,1,1,1,1,1
13988,1,1,2,2,1,1,1,1,1
13989,2,2,3,2,2,1,1,1,1
13990,1,2,3,2,2,2,1,1,1
13991,1,2,3,2,2,2,1,1,1
13992,1,2,2,2,2,2,1,1,1
13993,2,2,2,2,2,1,1,1,1
13994,2,1,2,2,1,1,1,1,1
13995,2,2,2,1,1,1,1,1,1
13996,2,1,2,1,1,1,1,1,1
13997,1,1,2,2,1,1,1,1,1
13998,2,2,3,3,2,2,1,1,1
13999,2,2,3,3,3,2,1,1,1
14000,1,2,3,3,3,2,1,1,1
14001,2,2,3,3,3,2,1,1,1
14002,2,2,3,3,3,2,1,1,1
14003,3,3,3,3,3,2,2,1,1
14004,3,3,3,3,3,2,2,2,2
14005,2,2,3,3,3,2,2,1,1
14006,2,2,3,3,2,2,2,2,2
14007,2,2,3,3,3,2,2,2,2
14008,1,1,3,3,3,2,2,2,2
14009,1,1,2,3,2,2,2,2,2
14010,2,1,2,2,2,2,2,2,2
14011,1,1,2,2,2,2,1,1,1
14012,1,1,2,2,2,2,1,1,1
14013,2,2,2,2,2,2,1,1,1
14014,1,1,2,2,2,2,2,1,1
14015,1,2,3,3,2,2,1,1,1
14016,2,2,3,3,3,2,2,1,1
14017,2,2,3,3,3,2,2,1,1
14018,2,2,3,3,3,2,2,2,2
14019,1,2,3,3,2,2,2,2,2
14020,1,2,3,3,2,2,2,2,2
14021,1,2,3,3,3,2,2,2,2
14022,2,2,2,2,2,2,2,2,2
14023,2,2,3,3,3,3,2,2,2
14024,2,2,3,3,3,3,2,2,2
14025,1,2,3,3,2,2,2,1,1
14026,1,2,3,3,3,2,2,2,2
14027,2,3,3,3,3,2,2,2,2
14028,2,2,3,3,3,2,2,2,2
14029,2,2,3,3,2,2,2,2,2
14030,2,2,3,3,3,2,2,2,2
14031,2,2,3,3,3,2,2,2,2
14032,2,2,3,3,3,2,2,2,2
14033,3,3,3,3,3,3,2,2,2
14034,3,3,3,3,3,3,3,2,2
14035,3,2,3,3,3,3,3,3,3
14036,2,2,3,3,3,3,3,3,3
14037,2,2,3,3,3,3,3,3,3
14038,2,2,3,3,3,3,3,3,3
14039,2,2,3,3,3,3,3,3,3
14040,1,2,3,3,3,3,3,3,3
14041,1,2,3,3,3,3,3,3,3
14042,1,2,3,3,3,3,3,3,3
14043,2,2,3,2,2,3,3,3,3
14044,1,2,3,2,3,3,3,3,3
14045,1,2,3,3,3,3,3,2,2
14046,2,2,3,3,3,3,3,2,2
14047,1,2,3,3,3,3,3,2,2
14048,1,2,3,3,3,3,3,3,3
14049,1,1,3,3,3,3,3,3,3
14050,1,1,3,3,3,3,3,2,2
14051,1,1,3,3,3,3,3,3,3
14052,1,1,2,3,3,3,3,3,3
14053,1,1,2,3,3,3,3,3,3
14054,1,1,2,3,3,3,3,3,3
14055,1,1,2,3,3,3,3,3,3
14056,1,1,2,3,3,3,3,3,3
14057,1,1,2,3,3,3,3,2,2
14058,1,1,2,3,3,3,3,2,2
14059,1,1,2,3,3,3,2,2,2
14060,1,1,2,3,3,3,2,2,2
14061,1,1,2,3,3,3,2,2,2
14062,1,1,2,3,2,3,3,3,3
14063,1,1,2,3,2,2,3,3,3
14064,1,2,2,2,2,2,1,1,1
14065,1,1,2,2,2,3,3,2,2
14066,2,2,2,2,2,2,1,1,1
14067,2,2,2,3,2,3,1,1,1
14068,2,2,3,3,3,3,1,1,1
14069,2,2,3,3,3,2,1,1,1
14070,2,2,3,3,3,2,1,1,1
14071,2,2,3,3,3,3,2,1,1
14072,2,2,3,3,2,2,2,1,1
14073,1,2,2,3,2,2,1,1,1
14074,1,1,2,3,2,2,1,1,1
14075,1,1,2,3,3,2,1,1,1
14076,1,2,3,3,3,3,2,1,1
14077,1,1,3,3,3,3,3,2,2
14078,2,1,3,3,3,3,3,2,2
14079,1,1,3,3,3,3,2,2,2
14080,1,1,2,3,3,3,2,2,2
14081,1,1,3,3,3,2,2,2,2
14082,1,1,3,3,2,2,2,1,1
14083,1,1,3,3,2,2,2,2,2
14084,1,2,3,3,3,2,2,1,1
14085,2,2,3,3,3,2,2,1,1
14086,2,2,3,3,3,2,2,2,2
14087,2,2,3,3,2,2,2,2,2
14088,2,2,3,3,2,2,2,2,2
14089,2,2,3,3,2,1,2,2,2
14090,2,3,3,3,2,2,2,2,2
14091,2,3,3,3,2,2,2,2,2
14092,1,2,3,3,2,2,2,2,2
14093,2,2,3,3,2,2,2,2,2
14094,2,2,2,2,2,2,2,2,2
14095,2,1,2,2,2,2,2,2,2
14096,2,2,2,2,2,2,2,2,2
14097,2,2,2,3,2,2,2,2,2
14098,2,2,2,3,2,2,2,2,2
14099,1,2,3,3,2,2,2,2,2
14100,1,1,3,3,2,2,2,2,2
14101,1,1,3,3,2,2,2,2,2
14102,1,2,3,3,3,2,2,2,2
14103,1,2,3,3,3,3,2,2,2
14104,2,3,3,3,3,3,2,2,2
14105,1,2,3,3,3,3,2,2,2
14106,1,2,3,3,3,3,2,2,2
14107,1,2,3,3,3,3,2,2,2
14108,2,2,3,3,3,3,2,1,1
14109,2,2,3,3,3,3,3,1,1
14110,2,2,3,3,3,3,2,1,1
14111,1,2,3,3,2,2,2,2,2
14112,1,2,3,2,2,2,2,2,2
14113,1,2,3,3,2,2,1,1,1
14114,1,2,3,3,2,2,1,1,1
14115,2,2,3,3,3,3,1,1,1
14116,2,2,3,3,3,3,2,2,2
14117,2,3,3,3,3,3,2,2,2
14118,2,2,3,3,3,2,2,2,2
14119,2,2,3,3,3,2,1,2,2
14120,2,2,3,3,3,2,2,2,2
14121,1,2,3,3,3,2,1,2,2
14122,1,1,3,3,3,3,3,2,2
14123,1,2,3,3,3,3,3,2,2
14124,1,2,2,3,2,3,3,2,2
14125,2,2,3,3,2,1,2,2,2
14126,2,2,3,3,2,2,3,2,2
14127,2,1,2,2,2,2,2,2,2
14128,2,1,2,2,2,2,2,2,2
14129,2,2,2,2,2,2,2,1,1
14130,2,1,2,2,2,2,1,1,1
14131,2,1,2,2,2,2,1,1,1
14132,2,2,3,2,2,2,1,1,1
14133,2,2,2,2,2,1,1,1,1
14134,2,2,2,2,2,1,1,1,1
14135,2,2,2,2,2,2,1,1,1
14136,3,2,2,2,2,2,1,1,1
14137,2,1,2,2,2,2,1,1,1
14138,2,1,2,2,2,1,1,1,1
14139,2,1,2,2,2,1,1,1,1
14140,2,2,2,2,2,1,1,1,1
14141,2,2,2,2,2,1,1,1,1
14142,2,1,2,2,2,3,3,3,3
14143,2,1,2,2,2,3,3,3,3
14144,1,1,2,2,2,3,3,3,3
14145,2,1,2,2,2,3,3,3,3
14146,2,2,3,3,3,3,3,3,3
14147,2,2,3,3,3,3,3,3,3
14148,2,2,3,3,3,3,3,3,3
14149,2,2,3,3,3,3,3,3,3
14150,2,2,3,3,3,3,3,3,3
14151,2,2,3,3,3,3,3,2,2
14152,2,2,2,3,3,3,3,2,2
14153,1,2,2,3,3,2,2,2,2
14154,1,1,2,2,2,2,2,2,2
14155,1,1,2,3,3,3,3,3,3
14156,2,2,2,3,3,3,3,3,3
14157,2,2,2,3,3,3,3,3,3
14158,2,2,3,3,3,3,3,3,3
14159,3,2,3,3,3,3,3,2,2
14160,2,2,3,3,3,3,3,3,3
14161,2,2,3,3,3,3,3,3,3
14162,1,1,2,3,3,3,3,3,3
14163,2,2,3,3,3,3,3,2,2
14164,3,2,3,3,3,3,3,2,2
14165,2,2,3,3,3,3,3,3,3
14166,2,2,3,3,3,3,3,2,2
14167,1,2,3,3,3,3,3,2,2
14168,2,2,3,3,3,3,3,3,3
14169,2,2,3,3,3,3,3,2,2
14170,2,3,3,3,3,3,3,3,3
14171,2,3,3,3,3,3,3,2,2
14172,2,3,3,3,3,3,3,2,2
14173,2,2,3,3,3,3,3,2,2
14174,2,2,3,3,3,3,3,3,3
14175,2,2,3,3,3,3,3,3,3
14176,2,2,2,3,3,3,3,2,2
14177,2,2,2,3,3,3,3,3,3
14178,2,2,3,3,3,3,3,3,3
14179,2,2,2,3,3,3,3,3,3
14180,2,2,2,3,3,3,3,3,3
14181,2,2,2,3,3,3,2,2,2
14182,2,1,2,3,3,3,2,2,2
14183,1,1,3,3,3,3,3,3,3
14184,1,2,3,3,3,3,3,3,3
14185,1,2,3,3,3,3,3,2,2
14186,1,2,3,3,3,3,3,3,3
14187,1,1,2,3,3,3,3,3,3
14188,2,2,3,3,2,2,2,2,2
14189,3,3,3,3,3,3,3,2,2
